"","CLAVE_MUNICIPIO","MUNICIPIO","CLAVE_ENTIDAD","id","x","lat","lon","nom_ent","estado_acronimo"
"1470",446,"SANTA MARÍA YUCUHITI",20,"SANTA MARÍA YUCUHITI","20 446",17.03512,-97.80328,"OAXACA","OC"
"1471",447,"SANTA MARÍA ZACATEPEC",20,"SANTA MARÍA ZACATEPEC","20 447",16.77872,-97.97374,"OAXACA","OC"
"1472",448,"SANTA MARÍA ZANIZA",20,"SANTA MARÍA ZANIZA","20 448",16.64276,-97.3591,"OAXACA","OC"
"1473",449,"SANTA MARÍA ZOQUITLÁN",20,"SANTA MARÍA ZOQUITLÁN","20 449",16.55904,-96.37041,"OAXACA","OC"
"1474",450,"SANTIAGO AMOLTEPEC",20,"SANTIAGO AMOLTEPEC","20 450",16.63156,-97.52084,"OAXACA","OC"
"1475",451,"SANTIAGO APOALA",20,"SANTIAGO APOALA","20 451",17.64969,-97.13619,"OAXACA","OC"
"1476",452,"SANTIAGO APÓSTOL",20,"SANTIAGO APÓSTOL","20 452",16.79619,-96.72732,"OAXACA","OC"
"1477",453,"SANTIAGO ASTATA",20,"SANTIAGO ASTATA","20 453",15.97757,-95.61214,"OAXACA","OC"
"1478",454,"SANTIAGO ATITLÁN",20,"SANTIAGO ATITLÁN","20 454",17.09626,-95.92169,"OAXACA","OC"
"1479",455,"SANTIAGO AYUQUILILLA",20,"SANTIAGO AYUQUILILLA","20 455",17.9195,-97.97432,"OAXACA","OC"
"1480",456,"SANTIAGO CACALOXTEPEC",20,"SANTIAGO CACALOXTEPEC","20 456",17.7311,-97.73445,"OAXACA","OC"
"1481",457,"SANTIAGO CAMOTLÁN",20,"SANTIAGO CAMOTLÁN","20 457",17.52749,-96.16646,"OAXACA","OC"
"1482",458,"SANTIAGO COMALTEPEC",20,"SANTIAGO COMALTEPEC","20 458",17.61592,-96.39464,"OAXACA","OC"
"1483",459,"VILLA DE SANTIAGO CHAZUMBA",20,"VILLA DE SANTIAGO CHAZUMBA","20 459",18.19986,-97.71939,"OAXACA","OC"
"1484",460,"SANTIAGO CHOÁPAM",20,"SANTIAGO CHOÁPAM","20 460",17.37643,-95.91607,"OAXACA","OC"
"1485",461,"SANTIAGO DEL RÍO",20,"SANTIAGO DEL RÍO","20 461",17.43084,-98.10138,"OAXACA","OC"
"1486",462,"SANTIAGO HUAJOLOTITLÁN",20,"SANTIAGO HUAJOLOTITLÁN","20 462",17.80345,-97.68911,"OAXACA","OC"
"1487",463,"SANTIAGO HUAUCLILLA",20,"SANTIAGO HUAUCLILLA","20 463",17.48626,-97.04697,"OAXACA","OC"
"1488",464,"SANTIAGO IHUITLÁN PLUMAS",20,"SANTIAGO IHUITLÁN PLUMAS","20 464",17.88109,-97.4483,"OAXACA","OC"
"1489",465,"SANTIAGO IXCUINTEPEC",20,"SANTIAGO IXCUINTEPEC","20 465",16.92771,-95.58207,"OAXACA","OC"
"1490",466,"SANTIAGO IXTAYUTLA",20,"SANTIAGO IXTAYUTLA","20 466",16.53818,-97.69832,"OAXACA","OC"
"1491",467,"SANTIAGO JAMILTEPEC",20,"SANTIAGO JAMILTEPEC","20 467",16.20214,-97.78518,"OAXACA","OC"
"1492",468,"SANTIAGO JOCOTEPEC",20,"SANTIAGO JOCOTEPEC","20 468",17.65574,-95.98259,"OAXACA","OC"
"1493",469,"SANTIAGO JUXTLAHUACA",20,"SANTIAGO JUXTLAHUACA","20 469",17.19417,-98.01877,"OAXACA","OC"
"1494",470,"SANTIAGO LACHIGUIRI",20,"SANTIAGO LACHIGUIRI","20 470",16.77369,-95.52612,"OAXACA","OC"
"1495",471,"SANTIAGO LALOPA",20,"SANTIAGO LALOPA","20 471",17.41453,-96.25065,"OAXACA","OC"
"1496",472,"SANTIAGO LAOLLAGA",20,"SANTIAGO LAOLLAGA","20 472",16.62311,-95.26114,"OAXACA","OC"
"1497",473,"SANTIAGO LAXOPA",20,"SANTIAGO LAXOPA","20 473",17.20042,-96.32594,"OAXACA","OC"
"1498",474,"SANTIAGO LLANO GRANDE",20,"SANTIAGO LLANO GRANDE","20 474",16.48537,-98.26082,"OAXACA","OC"
"1499",475,"SANTIAGO MATATLÁN",20,"SANTIAGO MATATLÁN","20 475",16.82978,-96.42275,"OAXACA","OC"
"1500",476,"SANTIAGO MILTEPEC",20,"SANTIAGO MILTEPEC","20 476",17.98174,-97.71957,"OAXACA","OC"
"1501",477,"SANTIAGO MINAS",20,"SANTIAGO MINAS","20 477",16.43954,-97.26635,"OAXACA","OC"
"1502",478,"SANTIAGO NACALTEPEC",20,"SANTIAGO NACALTEPEC","20 478",17.52329,-96.91203,"OAXACA","OC"
"1503",479,"SANTIAGO NEJAPILLA",20,"SANTIAGO NEJAPILLA","20 479",17.42836,-97.38695,"OAXACA","OC"
"1504",480,"SANTIAGO NUNDICHE",20,"SANTIAGO NUNDICHE","20 480",17.33507,-97.7013,"OAXACA","OC"
"1505",481,"SANTIAGO NUYOÓ",20,"SANTIAGO NUYOÓ","20 481",17.00647,-97.75979,"OAXACA","OC"
"1506",482,"SANTIAGO PINOTEPA NACIONAL",20,"SANTIAGO PINOTEPA NACIONAL","20 482",16.2924,-98.12139,"OAXACA","OC"
"1507",483,"SANTIAGO SUCHILQUITONGO",20,"SANTIAGO SUCHILQUITONGO","20 483",17.23132,-96.91039,"OAXACA","OC"
"1508",484,"SANTIAGO TAMAZOLA",20,"SANTIAGO TAMAZOLA","20 484",17.73407,-98.2347,"OAXACA","OC"
"1509",485,"SANTIAGO TAPEXTLA",20,"SANTIAGO TAPEXTLA","20 485",16.33309,-98.46598,"OAXACA","OC"
"1510",486,"VILLA TEJÚPAM DE LA UNIÓN",20,"VILLA TEJÚPAM DE LA UNIÓN","20 486",17.6662,-97.46376,"OAXACA","OC"
"1511",487,"SANTIAGO TENANGO",20,"SANTIAGO TENANGO","20 487",17.28942,-96.99858,"OAXACA","OC"
"1512",488,"SANTIAGO TEPETLAPA",20,"SANTIAGO TEPETLAPA","20 488",17.79208,-97.39734,"OAXACA","OC"
"1513",489,"SANTIAGO TETEPEC",20,"SANTIAGO TETEPEC","20 489",16.34169,-97.67743,"OAXACA","OC"
"1514",490,"SANTIAGO TEXCALCINGO",20,"SANTIAGO TEXCALCINGO","20 490",18.21513,-96.97875,"OAXACA","OC"
"1515",491,"SANTIAGO TEXTITLÁN",20,"SANTIAGO TEXTITLÁN","20 491",16.72113,-97.30915,"OAXACA","OC"
"1516",492,"SANTIAGO TILANTONGO",20,"SANTIAGO TILANTONGO","20 492",17.21022,-97.35343,"OAXACA","OC"
"1517",493,"SANTIAGO TILLO",20,"SANTIAGO TILLO","20 493",17.4677,-97.31488,"OAXACA","OC"
"1518",494,"SANTIAGO TLAZOYALTEPEC",20,"SANTIAGO TLAZOYALTEPEC","20 494",17.02713,-96.97126,"OAXACA","OC"
"1519",495,"SANTIAGO XANICA",20,"SANTIAGO XANICA","20 495",16.00453,-96.21861,"OAXACA","OC"
"1520",496,"SANTIAGO XIACUÍ",20,"SANTIAGO XIACUÍ","20 496",17.27238,-96.3938,"OAXACA","OC"
"1521",497,"SANTIAGO YAITEPEC",20,"SANTIAGO YAITEPEC","20 497",16.20856,-97.23789,"OAXACA","OC"
"1522",498,"SANTIAGO YAVEO",20,"SANTIAGO YAVEO","20 498",17.49927,-95.49063,"OAXACA","OC"
"1523",499,"SANTIAGO YOLOMÉCATL",20,"SANTIAGO YOLOMÉCATL","20 499",17.46982,-97.57444,"OAXACA","OC"
"1524",500,"SANTIAGO YOSONDÚA",20,"SANTIAGO YOSONDÚA","20 500",16.85048,-97.53114,"OAXACA","OC"
"1525",501,"SANTIAGO YUCUYACHI",20,"SANTIAGO YUCUYACHI","20 501",17.61436,-98.2206,"OAXACA","OC"
"1526",502,"SANTIAGO ZACATEPEC",20,"SANTIAGO ZACATEPEC","20 502",17.19425,-95.88493,"OAXACA","OC"
"1527",503,"SANTIAGO ZOOCHILA",20,"SANTIAGO ZOOCHILA","20 503",17.21686,-96.25157,"OAXACA","OC"
"1528",504,"NUEVO ZOQUIÁPAM",20,"NUEVO ZOQUIÁPAM","20 504",17.26107,-96.64658,"OAXACA","OC"
"1529",505,"SANTO DOMINGO INGENIO",20,"SANTO DOMINGO INGENIO","20 505",16.57961,-94.73156,"OAXACA","OC"
"1530",506,"SANTO DOMINGO ALBARRADAS",20,"SANTO DOMINGO ALBARRADAS","20 506",17.07122,-96.21036,"OAXACA","OC"
"1531",507,"SANTO DOMINGO ARMENTA",20,"SANTO DOMINGO ARMENTA","20 507",16.32897,-98.36462,"OAXACA","OC"
"1532",508,"SANTO DOMINGO CHIHUITÁN",20,"SANTO DOMINGO CHIHUITÁN","20 508",16.62998,-95.17369,"OAXACA","OC"
"1533",509,"SANTO DOMINGO DE MORELOS",20,"SANTO DOMINGO DE MORELOS","20 509",15.83355,-96.63441,"OAXACA","OC"
"1534",510,"SANTO DOMINGO IXCATLÁN",20,"SANTO DOMINGO IXCATLÁN","20 510",16.90909,-97.52395,"OAXACA","OC"
"1535",511,"SANTO DOMINGO NUXAÁ",20,"SANTO DOMINGO NUXAÁ","20 511",17.1738,-97.06675,"OAXACA","OC"
"1536",512,"SANTO DOMINGO OZOLOTEPEC",20,"SANTO DOMINGO OZOLOTEPEC","20 512",16.17597,-96.31441,"OAXACA","OC"
"1537",513,"SANTO DOMINGO PETAPA",20,"SANTO DOMINGO PETAPA","20 513",16.85408,-95.21867,"OAXACA","OC"
"1538",514,"SANTO DOMINGO ROAYAGA",20,"SANTO DOMINGO ROAYAGA","20 514",17.33222,-96.07091,"OAXACA","OC"
"1539",515,"SANTO DOMINGO TEHUANTEPEC",20,"SANTO DOMINGO TEHUANTEPEC","20 515",16.22171,-95.3916,"OAXACA","OC"
"1540",516,"SANTO DOMINGO TEOJOMULCO",20,"SANTO DOMINGO TEOJOMULCO","20 516",16.57573,-97.27723,"OAXACA","OC"
"1541",517,"SANTO DOMINGO TEPUXTEPEC",20,"SANTO DOMINGO TEPUXTEPEC","20 517",16.93255,-96.07778,"OAXACA","OC"
"1542",518,"SANTO DOMINGO TLATAYÁPAM",20,"SANTO DOMINGO TLATAYÁPAM","20 518",17.4018,-97.34052,"OAXACA","OC"
"1543",519,"SANTO DOMINGO TOMALTEPEC",20,"SANTO DOMINGO TOMALTEPEC","20 519",17.07202,-96.59089,"OAXACA","OC"
"1544",520,"SANTO DOMINGO TONALÁ",20,"SANTO DOMINGO TONALÁ","20 520",17.68135,-97.98596,"OAXACA","OC"
"1545",521,"SANTO DOMINGO TONALTEPEC",20,"SANTO DOMINGO TONALTEPEC","20 521",17.60727,-97.35339,"OAXACA","OC"
"1546",522,"SANTO DOMINGO XAGACÍA",20,"SANTO DOMINGO XAGACÍA","20 522",17.12522,-96.29135,"OAXACA","OC"
"1547",523,"SANTO DOMINGO YANHUITLÁN",20,"SANTO DOMINGO YANHUITLÁN","20 523",17.53297,-97.34822,"OAXACA","OC"
"1548",524,"SANTO DOMINGO YODOHINO",20,"SANTO DOMINGO YODOHINO","20 524",17.63446,-97.70073,"OAXACA","OC"
"1549",525,"SANTO DOMINGO ZANATEPEC",20,"SANTO DOMINGO ZANATEPEC","20 525",16.4645,-94.33234,"OAXACA","OC"
"1550",526,"SANTOS REYES NOPALA",20,"SANTOS REYES NOPALA","20 526",16.08075,-97.18832,"OAXACA","OC"
"1551",527,"SANTOS REYES PÁPALO",20,"SANTOS REYES PÁPALO","20 527",17.79368,-96.87526,"OAXACA","OC"
"1552",528,"SANTOS REYES TEPEJILLO",20,"SANTOS REYES TEPEJILLO","20 528",17.42283,-97.95026,"OAXACA","OC"
"1553",529,"SANTOS REYES YUCUNÁ",20,"SANTOS REYES YUCUNÁ","20 529",17.77241,-98.00591,"OAXACA","OC"
"1554",530,"SANTO TOMÁS JALIEZA",20,"SANTO TOMÁS JALIEZA","20 530",16.86657,-96.63769,"OAXACA","OC"
"1555",531,"SANTO TOMÁS MAZALTEPEC",20,"SANTO TOMÁS MAZALTEPEC","20 531",17.14687,-96.91193,"OAXACA","OC"
"1556",532,"SANTO TOMÁS OCOTEPEC",20,"SANTO TOMÁS OCOTEPEC","20 532",17.11442,-97.78217,"OAXACA","OC"
"1557",533,"SANTO TOMÁS TAMAZULAPAN",20,"SANTO TOMÁS TAMAZULAPAN","20 533",16.24183,-96.58044,"OAXACA","OC"
"1558",534,"SAN VICENTE COATLÁN",20,"SAN VICENTE COATLÁN","20 534",16.37277,-96.83352,"OAXACA","OC"
"1559",535,"SAN VICENTE LACHIXÍO",20,"SAN VICENTE LACHIXÍO","20 535",16.65242,-97.03822,"OAXACA","OC"
"1560",536,"SAN VICENTE NUÑÚ",20,"SAN VICENTE NUÑÚ","20 536",17.43035,-97.4356,"OAXACA","OC"
"1561",537,"SILACAYOÁPAM",20,"SILACAYOÁPAM","20 537",17.56075,-98.14392,"OAXACA","OC"
"1562",538,"SITIO DE XITLAPEHUA",20,"SITIO DE XITLAPEHUA","20 538",16.36024,-96.53879,"OAXACA","OC"
"1563",539,"SOLEDAD ETLA",20,"SOLEDAD ETLA","20 539",17.16067,-96.8263,"OAXACA","OC"
"1564",540,"VILLA DE TAMAZULÁPAM DEL PROGRESO",20,"VILLA DE TAMAZULÁPAM DEL PROGRESO","20 540",17.6903,-97.58023,"OAXACA","OC"
"1565",541,"TANETZE DE ZARAGOZA",20,"TANETZE DE ZARAGOZA","20 541",17.38414,-96.29401,"OAXACA","OC"
"1566",542,"TANICHE",20,"TANICHE","20 542",16.57131,-96.76931,"OAXACA","OC"
"1567",543,"TATALTEPEC DE VALDÉS",20,"TATALTEPEC DE VALDÉS","20 543",16.30965,-97.53494,"OAXACA","OC"
"1568",544,"TEOCOCUILCO DE MARCOS PÉREZ",20,"TEOCOCUILCO DE MARCOS PÉREZ","20 544",17.32776,-96.6707,"OAXACA","OC"
"1569",545,"TEOTITLÁN DE FLORES MAGÓN",20,"TEOTITLÁN DE FLORES MAGÓN","20 545",18.10738,-97.11221,"OAXACA","OC"
"1570",546,"TEOTITLÁN DEL VALLE",20,"TEOTITLÁN DEL VALLE","20 546",17.05567,-96.51729,"OAXACA","OC"
"1571",547,"TEOTONGO",20,"TEOTONGO","20 547",17.74864,-97.53851,"OAXACA","OC"
"1572",548,"TEPELMEME VILLA DE MORELOS",20,"TEPELMEME VILLA DE MORELOS","20 548",18.00688,-97.30109,"OAXACA","OC"
"1573",549,"HEROICA VILLA TEZOATLÁN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",20,"HEROICA VILLA TEZOATLÁN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA","20 549",17.58224,-97.8585,"OAXACA","OC"
"1574",550,"SAN JERÓNIMO TLACOCHAHUAYA",20,"SAN JERÓNIMO TLACOCHAHUAYA","20 550",17.00772,-96.5487,"OAXACA","OC"
"1575",551,"TLACOLULA DE MATAMOROS",20,"TLACOLULA DE MATAMOROS","20 551",16.87358,-96.35935,"OAXACA","OC"
"1576",552,"TLACOTEPEC PLUMAS",20,"TLACOTEPEC PLUMAS","20 552",17.87201,-97.47554,"OAXACA","OC"
"1577",553,"TLALIXTAC DE CABRERA",20,"TLALIXTAC DE CABRERA","20 553",17.09413,-96.61639,"OAXACA","OC"
"1578",554,"TOTONTEPEC VILLA DE MORELOS",20,"TOTONTEPEC VILLA DE MORELOS","20 554",17.24502,-96.02113,"OAXACA","OC"
"1579",555,"TRINIDAD ZAACHILA",20,"TRINIDAD ZAACHILA","20 555",16.92951,-96.79236,"OAXACA","OC"
"1580",556,"LA TRINIDAD VISTA HERMOSA",20,"LA TRINIDAD VISTA HERMOSA","20 556",17.77718,-97.50147,"OAXACA","OC"
"1581",557,"UNIÓN HIDALGO",20,"UNIÓN HIDALGO","20 557",16.48737,-94.82312,"OAXACA","OC"
"1582",558,"VALERIO TRUJANO",20,"VALERIO TRUJANO","20 558",17.76505,-96.98823,"OAXACA","OC"
"1583",559,"SAN JUAN BAUTISTA VALLE NACIONAL",20,"SAN JUAN BAUTISTA VALLE NACIONAL","20 559",17.79731,-96.33477,"OAXACA","OC"
"1584",560,"VILLA DÍAZ ORDAZ",20,"VILLA DÍAZ ORDAZ","20 560",17.05789,-96.3802,"OAXACA","OC"
"1585",561,"YAXE",20,"YAXE","20 561",16.70865,-96.448,"OAXACA","OC"
"1586",562,"MAGDALENA YODOCONO DE PORFIRIO DÍAZ",20,"MAGDALENA YODOCONO DE PORFIRIO DÍAZ","20 562",17.37853,-97.39501,"OAXACA","OC"
"1587",563,"YOGANA",20,"YOGANA","20 563",16.44235,-96.79782,"OAXACA","OC"
"1588",564,"YUTANDUCHI DE GUERRERO",20,"YUTANDUCHI DE GUERRERO","20 564",17.07731,-97.29644,"OAXACA","OC"
"1589",565,"VILLA DE ZAACHILA",20,"VILLA DE ZAACHILA","20 565",16.94968,-96.76657,"OAXACA","OC"
"1590",566,"SAN MATEO YUCUTINDOO",20,"SAN MATEO YUCUTINDOO","20 566",16.78048,-97.38217,"OAXACA","OC"
"1591",567,"ZAPOTITLÁN LAGUNAS",20,"ZAPOTITLÁN LAGUNAS","20 567",17.77617,-98.39696,"OAXACA","OC"
"1592",568,"ZAPOTITLÁN PALMAS",20,"ZAPOTITLÁN PALMAS","20 568",17.88251,-97.83489,"OAXACA","OC"
"1593",569,"SANTA INÉS DE ZARAGOZA",20,"SANTA INÉS DE ZARAGOZA","20 569",17.27489,-97.1414,"OAXACA","OC"
"1594",570,"ZIMATLÁN DE ÁLVAREZ",20,"ZIMATLÁN DE ÁLVAREZ","20 570",16.78025,-97.03469,"OAXACA","OC"
"1595",999,"NO ESPECIFICADO",20,"NO ESPECIFICADO","20 999",NA,NA,"OAXACA","OC"
"1596",1,"ACAJETE",21,"ACAJETE","21 1",19.1033,-97.93983,"PUEBLA","PL"
"1597",2,"ACATENO",21,"ACATENO","21 2",20.10915,-97.2298,"PUEBLA","PL"
"1598",3,"ACATLÁN",21,"ACATLÁN","21 3",18.15893,-98.1064,"PUEBLA","PL"
"1599",4,"ACATZINGO",21,"ACATZINGO","21 4",19.02611,-97.76498,"PUEBLA","PL"
"1600",5,"ACTEOPAN",21,"ACTEOPAN","21 5",18.75939,-98.67909,"PUEBLA","PL"
"1601",6,"AHUACATLÁN",21,"AHUACATLÁN","21 6",20.02695,-97.86768,"PUEBLA","PL"
"1602",7,"AHUATLÁN",21,"AHUATLÁN","21 7",18.57566,-98.28281,"PUEBLA","PL"
"1603",8,"AHUAZOTEPEC",21,"AHUAZOTEPEC","21 8",20.06116,-98.13362,"PUEBLA","PL"
"1604",9,"AHUEHUETITLA",21,"AHUEHUETITLA","21 9",18.23129,-98.19112,"PUEBLA","PL"
"1605",10,"AJALPAN",21,"AJALPAN","21 10",18.42157,-97.12561,"PUEBLA","PL"
"1606",11,"ALBINO ZERTUCHE",21,"ALBINO ZERTUCHE","21 11",18.01069,-98.54711,"PUEBLA","PL"
"1607",12,"ALJOJUCA",21,"ALJOJUCA","21 12",19.1026,-97.51742,"PUEBLA","PL"
"1608",13,"ALTEPEXI",21,"ALTEPEXI","21 13",18.35634,-97.30037,"PUEBLA","PL"
"1609",14,"AMIXTLÁN",21,"AMIXTLÁN","21 14",20.05581,-97.80068,"PUEBLA","PL"
"1610",15,"AMOZOC",21,"AMOZOC","21 15",19.04728,-98.05311,"PUEBLA","PL"
"1611",16,"AQUIXTLA",21,"AQUIXTLA","21 16",19.77229,-97.93024,"PUEBLA","PL"
"1612",17,"ATEMPAN",21,"ATEMPAN","21 17",19.81168,-97.44091,"PUEBLA","PL"
"1613",18,"ATEXCAL",21,"ATEXCAL","21 18",18.37557,-97.69008,"PUEBLA","PL"
"1614",19,"ATLIXCO",21,"ATLIXCO","21 19",18.89907,-98.45229,"PUEBLA","PL"
"1615",20,"ATOYATEMPAN",21,"ATOYATEMPAN","21 20",18.80601,-97.90907,"PUEBLA","PL"
"1616",21,"ATZALA",21,"ATZALA","21 21",18.54704,-98.54172,"PUEBLA","PL"
"1617",22,"ATZITZIHUACÁN",21,"ATZITZIHUACÁN","21 22",18.82308,-98.60777,"PUEBLA","PL"
"1618",23,"ATZITZINTLA",21,"ATZITZINTLA","21 23",18.93379,-97.30399,"PUEBLA","PL"
"1619",24,"AXUTLA",21,"AXUTLA","21 24",18.18468,-98.39351,"PUEBLA","PL"
"1620",25,"AYOTOXCO DE GUERRERO",21,"AYOTOXCO DE GUERRERO","21 25",20.08399,-97.40878,"PUEBLA","PL"
"1621",26,"CALPAN",21,"CALPAN","21 26",19.10644,-98.47622,"PUEBLA","PL"
"1622",27,"CALTEPEC",21,"CALTEPEC","21 27",18.14269,-97.48684,"PUEBLA","PL"
"1623",28,"CAMOCUAUTLA",21,"CAMOCUAUTLA","21 28",20.03083,-97.75295,"PUEBLA","PL"
"1624",29,"CAXHUACAN",21,"CAXHUACAN","21 29",20.07349,-97.6063,"PUEBLA","PL"
"1625",30,"COATEPEC",21,"COATEPEC","21 30",20.05515,-97.73105,"PUEBLA","PL"
"1626",31,"COATZINGO",21,"COATZINGO","21 31",18.57117,-98.16492,"PUEBLA","PL"
"1627",32,"COHETZALA",21,"COHETZALA","21 32",18.19049,-98.78853,"PUEBLA","PL"
"1628",33,"COHUECAN",21,"COHUECAN","21 33",18.74582,-98.71821,"PUEBLA","PL"
"1629",34,"CORONANGO",21,"CORONANGO","21 34",19.13523,-98.29175,"PUEBLA","PL"
"1630",35,"COXCATLÁN",21,"COXCATLÁN","21 35",18.24559,-97.11723,"PUEBLA","PL"
"1631",36,"COYOMEAPAN",21,"COYOMEAPAN","21 36",18.28235,-96.96594,"PUEBLA","PL"
"1632",37,"COYOTEPEC",21,"COYOTEPEC","21 37",18.40133,-97.81295,"PUEBLA","PL"
"1633",38,"CUAPIAXTLA DE MADERO",21,"CUAPIAXTLA DE MADERO","21 38",18.92019,-97.82638,"PUEBLA","PL"
"1634",39,"CUAUTEMPAN",21,"CUAUTEMPAN","21 39",19.91357,-97.79213,"PUEBLA","PL"
"1635",40,"CUAUTINCHÁN",21,"CUAUTINCHÁN","21 40",18.96165,-98.0451,"PUEBLA","PL"
"1636",41,"CUAUTLANCINGO",21,"CUAUTLANCINGO","21 41",19.11672,-98.25608,"PUEBLA","PL"
"1637",42,"CUAYUCA DE ANDRADE",21,"CUAYUCA DE ANDRADE","21 42",18.44567,-98.18899,"PUEBLA","PL"
"1638",43,"CUETZALAN DEL PROGRESO",21,"CUETZALAN DEL PROGRESO","21 43",20.02798,-97.50058,"PUEBLA","PL"
"1639",44,"CUYOACO",21,"CUYOACO","21 44",19.59666,-97.57326,"PUEBLA","PL"
"1640",45,"CHALCHICOMULA DE SESMA",21,"CHALCHICOMULA DE SESMA","21 45",18.97734,-97.42971,"PUEBLA","PL"
"1641",46,"CHAPULCO",21,"CHAPULCO","21 46",18.63964,-97.40364,"PUEBLA","PL"
"1642",47,"CHIAUTLA",21,"CHIAUTLA","21 47",18.2765,-98.60062,"PUEBLA","PL"
"1643",48,"CHIAUTZINGO",21,"CHIAUTZINGO","21 48",19.1956,-98.51334,"PUEBLA","PL"
"1644",49,"CHICONCUAUTLA",21,"CHICONCUAUTLA","21 49",20.08875,-97.96598,"PUEBLA","PL"
"1645",50,"CHICHIQUILA",21,"CHICHIQUILA","21 50",19.20472,-97.07009,"PUEBLA","PL"
"1646",51,"CHIETLA",21,"CHIETLA","21 51",18.51037,-98.62591,"PUEBLA","PL"
"1647",52,"CHIGMECATITLÁN",21,"CHIGMECATITLÁN","21 52",18.6488,-98.05935,"PUEBLA","PL"
"1648",53,"CHIGNAHUAPAN",21,"CHIGNAHUAPAN","21 53",19.82102,-98.13474,"PUEBLA","PL"
"1649",54,"CHIGNAUTLA",21,"CHIGNAUTLA","21 54",19.73556,-97.43656,"PUEBLA","PL"
"1650",55,"CHILA",21,"CHILA","21 55",17.96025,-97.87924,"PUEBLA","PL"
"1651",56,"CHILA DE LA SAL",21,"CHILA DE LA SAL","21 56",18.13956,-98.47001,"PUEBLA","PL"
"1652",57,"HONEY",21,"HONEY","21 57",20.26016,-98.23888,"PUEBLA","PL"
"1653",58,"CHILCHOTLA",21,"CHILCHOTLA","21 58",19.25827,-97.21356,"PUEBLA","PL"
"1654",59,"CHINANTLA",21,"CHINANTLA","21 59",18.23293,-98.27959,"PUEBLA","PL"
"1655",60,"DOMINGO ARENAS",21,"DOMINGO ARENAS","21 60",19.13217,-98.44114,"PUEBLA","PL"
"1656",61,"ELOXOCHITLÁN",21,"ELOXOCHITLÁN","21 61",18.50678,-96.9267,"PUEBLA","PL"
"1657",62,"EPATLÁN",21,"EPATLÁN","21 62",18.61559,-98.37626,"PUEBLA","PL"
"1658",63,"ESPERANZA",21,"ESPERANZA","21 63",18.85903,-97.36463,"PUEBLA","PL"
"1659",64,"FRANCISCO Z. MENA",21,"FRANCISCO Z. MENA","21 64",20.71054,-97.81316,"PUEBLA","PL"
"1660",65,"GENERAL FELIPE ÁNGELES",21,"GENERAL FELIPE ÁNGELES","21 65",19.02072,-97.66751,"PUEBLA","PL"
"1661",66,"GUADALUPE",21,"GUADALUPE","21 66",18.04838,-98.15115,"PUEBLA","PL"
"1662",67,"GUADALUPE VICTORIA",21,"GUADALUPE VICTORIA","21 67",19.31642,-97.38013,"PUEBLA","PL"
"1663",68,"HERMENEGILDO GALEANA",21,"HERMENEGILDO GALEANA","21 68",20.11676,-97.73118,"PUEBLA","PL"
"1664",69,"HUAQUECHULA",21,"HUAQUECHULA","21 69",18.76929,-98.51717,"PUEBLA","PL"
"1665",70,"HUATLATLAUCA",21,"HUATLATLAUCA","21 70",18.68379,-98.06784,"PUEBLA","PL"
"1666",71,"HUAUCHINANGO",21,"HUAUCHINANGO","21 71",20.16621,-98.05174,"PUEBLA","PL"
"1667",72,"HUEHUETLA",21,"HUEHUETLA","21 72",20.10153,-97.61947,"PUEBLA","PL"
"1668",73,"HUEHUETLÁN EL CHICO",21,"HUEHUETLÁN EL CHICO","21 73",18.37705,-98.7304,"PUEBLA","PL"
"1669",74,"HUEJOTZINGO",21,"HUEJOTZINGO","21 74",19.16712,-98.44878,"PUEBLA","PL"
"1670",75,"HUEYAPAN",21,"HUEYAPAN","21 75",19.92183,-97.40113,"PUEBLA","PL"
"1671",76,"HUEYTAMALCO",21,"HUEYTAMALCO","21 76",20.03061,-97.31017,"PUEBLA","PL"
"1672",77,"HUEYTLALPAN",21,"HUEYTLALPAN","21 77",20.04315,-97.68416,"PUEBLA","PL"
"1673",78,"HUITZILAN DE SERDÁN",21,"HUITZILAN DE SERDÁN","21 78",19.94375,-97.7133,"PUEBLA","PL"
"1674",79,"HUITZILTEPEC",21,"HUITZILTEPEC","21 79",18.76693,-97.85963,"PUEBLA","PL"
"1675",80,"ATLEQUIZAYAN",21,"ATLEQUIZAYAN","21 80",20.01469,-97.62733,"PUEBLA","PL"
"1676",81,"IXCAMILPA DE GUERRERO",21,"IXCAMILPA DE GUERRERO","21 81",18.03444,-98.71232,"PUEBLA","PL"
"1677",82,"IXCAQUIXTLA",21,"IXCAQUIXTLA","21 82",18.48166,-97.83349,"PUEBLA","PL"
"1678",83,"IXTACAMAXTITLÁN",21,"IXTACAMAXTITLÁN","21 83",19.62405,-97.8583,"PUEBLA","PL"
"1679",84,"IXTEPEC",21,"IXTEPEC","21 84",20.04064,-97.64144,"PUEBLA","PL"
"1680",85,"IZÚCAR DE MATAMOROS",21,"IZÚCAR DE MATAMOROS","21 85",18.50192,-98.44701,"PUEBLA","PL"
"1681",86,"JALPAN",21,"JALPAN","21 86",20.45615,-97.87595,"PUEBLA","PL"
"1682",87,"JOLALPAN",21,"JOLALPAN","21 87",18.3072,-98.91566,"PUEBLA","PL"
